id,name,parent_class,section,tags,prerequisites_text,activation_text,effect_text,source_id,source_page,needs_review
up-to-speed,Up To Speed,,PTU 1.05 Editation,[],Prerequisites: 15 Speed,,Increase your Overland Capability by one third of your Speed Evasion(max 2).,edit,59,False
utility-drop,Utility Drop,,PTU 1.05 Editation,"[""+Speed""]","Prerequisites: Ninja's Arsenal, Expert Stealth",At-Will - Swift Action,"You may use a Smoke Ball, Caltrops, or Toxic Caltrops as a Free Action during your Shift. Instead of the Move's usual area of effect, you leave one square of Smokescreen, Spikes, or Toxic Spikes on each square you leave as you Shift. Once you have placed 8 meters of Smoke, Spikes, or Toxic Spikes, you may not place any more.",edit,40,False
versatile-wardrobe,Versatile Wardrobe,,PTU 1.05 Editation,"[""+Any""]","Prerequisites: Fashionista, two Fashionista Skills at Adept",At-Will - Extended Action,"The target loses 2 Tutor Points and then becomes Chic. Chic Pokémon gain two extra Slots with which they can carry Accessories or Off-Hand items. However, the items in these slots have no effect and are not treated as equipped. As a Swift Action on their turn, Chic Pokémon may swap a currently active Accessory or Off-Hand item with an item stored in these slots. Chic Pokémon may not carry multiple items of the same type or with repeated effects. Note: A Chic Pokémon does not become Suppressed until they switch a Choice Item into their active Held Item slot, but even if they then switch the Choice Item out, they remain Suppressed for the remainder of combat.",edit,17,False
vim-and-vigor,Vim and Vigor,,PTU 1.05 Editation,[],"Prerequisites: Shrug Off, Master Athletics or Focus",At-Will - Extended Action,"The target loses 2 Tutor Points, and gains the Vigor Ability.",edit,9,False
walk-it-off,Walk It Off,,PTU 1.05 Editation,"[""+HP""]","Prerequisites: Adept Athletics, Novice Focus",Daily - Standard Action,"You may remove one Injury from yourself, and regain 1/4th of your maximum Hit Points. This Injury removal doesn't count against the natural healing limit on Injuries each day. Use of Walk It Off counts as Taking A Breather for any Features, Abilities, and Moves(but not Status Afflictions or other conditions).",edit,60,False
wall-of-earth,Wall Of Earth,,PTU 1.05 Editation,"[""+Defense""]",Prerequisites: Earth Shaker,X AP - Special,"You create up to 4 meters of wall within 8 Meters. All 4 meters must be adjacent with at least one other space of the wall. You may have up to 8 Meters of wall active at any time. You may use this Feature on your own turn as a Standard Action for no AP cost, or, once per Scene, you may activate this Feature as a Standard Action Interrupt for 2 AP. You may only use this Feature in areas with sufficient sources of soil or mud nearby.",edit,43,False
wilderness-guide,Wilderness Guide,,PTU 1.05 Editation,"[""+HP"", ""Orders""]","Prerequisites: Survivalist, Expert Survival",Scene x2 - Shift Action,Wilderness Guide's effect depends on your current terrain.,edit,30,False
words-of-power,Words of Power,,PTU 1.05 Editation,"[""+Attack or Special Attack""]","Prerequisites: Rune Master, Adept Occult Education",At-Will - Free Action,"Instead of a Burst, you may choose to have Hidden Power be a 1 Target Melee, 1 Target 6m, Line 3, or Cone 2.",edit,48,False
world-of-darkness,World of Darkness,,PTU 1.05 Editation,"[""+Attack or Special Attack""]","Prerequisites: Shade Caller, Adept Guile or Stealth",2 AP - Standard Action,"You create a zone of Shifting Darkness in a Burst 2 around you, which persists until the end of the encounter. All targets without Darkvision attacking from or into the Shifting Darkness receive a -3 penalty to Accuracy. You may count Shifting Darkness as complete darkness for the purposes of activating your Living Shadow. As a Static eﬀect, you also gain the Darkvision Capability.",edit,52,False
you-can-do-better,You Can Do Better,,PTU 1.05 Editation,"[""Hobbyist""]",Prerequisites: Adept Command,,"When an ally within 3 meters of you makes a contested Skill Check, they may add half of your Rank in that Skill to their check.",edit,59,False
you-deserve-a-rest,You Deserve A Rest,,PTU 1.05 Editation,"[""+Speed""]",Prerequisites: Juggler,Scene x2 - Free Action,,edit,23,True
canine,Canine,,Homebrew Especial Classes,"[""+Attack""]","Prerequisite:Police officer, Master Intuition",Extended Action,"Your pokemon may learn the move ""Odor sleuth"". If you pay 1 tutor point, this move no longer takes up a Move Slot.",especial,4,False
capitan,Capitan,,Homebrew Especial Classes,"[""+Attack"", ""Weapon(Physical)""]",Prerequisite:4 police officer features,Static,"When you use physical weapons, you mastered your abilities with them to the edge.",especial,4,False
energetic,Energetic,,Homebrew Especial Classes,"[""+Speed""]","Rank 1 Prerequisite:Hacker, Porygon`s Gift | Rank 2 Prerequisite:Expert Technology","Education, Energetic Rank 1","You receive the moves ""Eerie Impulse"" and ""Lock on"" in Rank 1 of this feature.",especial,2,False
fast-texting,Fast Texting,,Homebrew Especial Classes,"[""+Speed""]",Prerequisite:Hacker,Custo:1 AP,you can make the test of hacking faster. You finish the test in a full round instead of the extended action.,especial,2,False
hacker,Hacker,,Homebrew Especial Classes,"[""Class"", ""+Speed"", ""Gift""]",Prerequisites: Adept Technology Education,Extended Action,"Whenever the hacker is rolling a technology check and this test applies the skill stunt (hacker), it may roll twice and take the best result on both tests. Receive theskill stunt (hacker).",especial,2,False
kevlar,Kevlar,,Homebrew Especial Classes,"[""+Attack"", ""Weapon""]",Prerequisite:Police officer,Extended Action,Your pokemon loses 2 tutor points and gains the ability Bulletproof.,especial,4,False
light-shot-style,Light Shot Style,,Homebrew Especial Classes,"[""+Attack"", ""Weapon(Physical)""]","Prerequisite:Police officer, adept combat",Static,"When you use a light weapon to make a struggle attack, the damaging attack receives 1d6+8 of damage.",especial,4,False
master-hacker,Master Hacker,,Homebrew Especial Classes,"[""+Speed""]","Prerequisite:Fast Texting, Master Technology",Bind - 2 Ap,"You can enter the Digital world without equipment. While the Action points are binded, you can transfer your consciousness to the digital world.",especial,2,False
police-officer,Police officer,,Homebrew Especial Classes,"[""Class"", ""+Attack"", ""Weapon""]","Prerequisites: Novice Combat, Novice Intuition",,"When using a weapon to make a physical attack, adds your combat level to the damage and While with a shield, can change your shield DR for your intuition.",especial,4,False
porygon-s-gift,Porygon`s Gift,,Homebrew Especial Classes,"[""+Speed""]",Prerequisite:Hacker,Extended Action,"The target loses 2 tutor points and receives the ability ""Download"".",especial,2,False
riot-police,Riot Police,,Homebrew Especial Classes,"[""+Attack"", ""Shield""]","Prerequisite:Police officer, adept intuition",1 AP,You receive 2 times your intuition in temporary hit points every time you pay 1AP.,especial,4,False
smith,Smith,,Homebrew Especial Classes,"[""Ranked 2"", ""+Attack or SpAttack""]",Rank 1 Prerequisites: Adept Focus and Adept Athletics or Adept Occult education | Rank 2 Prerequisites: Master Focus and Master Athletics or Master Occult education,,,especial,7,True
stalker,Stalker,,Homebrew Especial Classes,"[""+Speed""]",Prerequisite:Hacker,,"Whenever you do a technology education with the skill stunt (hacker), you don`t need to make another test to hide your tracks. You apply the same test you used to hack to the hiding track test.",especial,2,False
swat-style,Swat Style,,Homebrew Especial Classes,"[""+Attack"", ""Weapon(Physical)""]","Prerequisite:Police officer, adept combat",Static,"When you use a heavy weapon to make a struggle attack, adds +1 DB damage.",especial,4,False
arcane-training,Arcane Training,,Game of Throhs Trainer Options,"[""+Special Attack"", ""Weapon""]","Prerequisites: Novice Occult Education, Elemental | Rank 1 Prerequisites: Novice Focus, Novice Athletics | Rank 2 Prerequisites: Adept Focus, Adept Athletics",Connection or Mystic Senses Static,"You may use Arcane Weapons. Attacks made with your Arcane Weapons share the Type of your El- emental Connection. If you have Mystic Senses, these Attacks deal Normal Type Damage. Arcane Weapon users that qualified through Mystic Senses or Elemen- tal Connection (Normal) gain a +5 Bonus to Damage Rolls and a +2 Bonus to Effect Range when using Ar- cane Weapon Attacks. When wielding an Arcane Weap- on, you may resist Disarm Maneuvers with your Occult Education. Smith [Ranked 2] [+Attack]",got,47,False
type-sync,Type Sync,,Game of Throhs Trainer Options,[],Prerequisites: Elemental Connection; a Type-Linked,"Class*; Adept Medicine, Occult, or Tech Education. Special - Extended Action","The Target gains the Type of your Elemental Connection as an additional Type, or has one of their Types replaced by that Type. See the Type Changes sec- tion (page 436) for more information and suggestions. A Pokémon may be targeted by Type Sync only once. This Feature may be performed One Time for each Rank above Untrained you have of your highest of Medicine, Occult, or Tech Education, up to a maximum of 4 times at Master Rank.",got,47,False
weapon-of-choice,Weapon of Choice,,Game of Throhs Trainer Options,"[""Weapon""]",Prerequisites: A Feature with the [Weapon] tag,Static,"Choose a specific weapon type. You gain a +2 Bonus on Opposed Rolls to prevent being disarmed while wielding weapons of your chosen type. If you would be disarmed anyway, you may pay 1 AP to prevent yourself from being Disarmed",got,47,False
apparition,Apparition,Apparition,Game of Throhs Trainer Options,"[""Class"", ""+Attack"", ""Weapon""]","Prerequisites: Elemental Connection (Ghost), Novice Intimidate, Novice Occult Education",Static,"When wielding Melee Weapons, you may use Occult Education or Intimidate instead of Combat to determine the Damage Base of your Struggle Attacks, to resist Disarm Maneuvers, and to qualify for a Weapon's Moves. Your Weapon Attacks always treat you as having the Reach Capability, and foes may not activate Reaction effects against them that specify being hit by a Melee Attack.",got,77,False
haunted-wounds,Haunted Wounds,Apparition,Game of Throhs Trainer Options,"[""+Attack"", ""Weapon""]","Prerequisites: Shadow Arms, Master Intimidate or",Occult Education Scene x2 - Free Action,"After one full round, repeat the triggering attack against one target as a Free Action, regardless of range. If this attack hits, it deals damage as if it were resisted one step further. Haunted Wounds may only affect a target once per Scene.",got,77,False
phantom-menace,Phantom Menace,Apparition,Game of Throhs Trainer Options,"[""+Attack"", ""Weapon""]","Prerequisites: Shadow Arms, Expert Intimidate or",Occult Education Static,You gain the Moves Shadow Claw and Phantom Force. You may use these Moves as Weapon Attacks when wielding Melee Weapons.,got,77,False
shadow-arms,Shadow Arms,Apparition,Game of Throhs Trainer Options,"[""+Attack"", ""Weapon""]",Prerequisites: Apparition,Static,You learn the Moves Shadow Punch and Shad- ow Sneak. You may use these as Weapon Attacks when wielding Melee Weapons.,got,77,False
shadow-form,Shadow Form,Apparition,Game of Throhs Trainer Options,"[""+Attack""]","Prerequisites: Silent Assassin, Expert Intimidate or",Occult Education Bind 2 AP - Swift Action,"While this Feature is Bound, your appearance becomes wan and obviously otherworldly. Your natural Weaknesses, Resistances, and Immunities change to match that of the Ghost Type. Additionally, while in Shadow Form, you are immune to the Cursed Status (if you were previously Cursed, you are instantly cured upon going into Shadow Form) and gain the Phasing Capability. You may unbind this Feature as a Swift Action, returning to your normal appearance.",got,77,False
silent-assassin,Silent Assassin,Apparition,Game of Throhs Trainer Options,"[""+Attack"", ""Weapon""]","Prerequisites: Apparition, Adept Intimidate or Occult",Education Bind 2 AP - Standard Action,"While this Feature is Bound, your Struggle Attacks and Weapon Attacks deal Ghost-Type Damage, and you gain the Dead Silent Capability.",got,77,False
too-spooky,Too Spooky,Apparition,Game of Throhs Trainer Options,"[""+Attack""]",Prerequisites: Apparition,Static,Choose Pressure or Frighten. You gain the cho- sen Ability.,got,77,False
arcanist,Arcanist,Arcanist,Game of Throhs Trainer Options,"[""Class"", ""+Special Attack"", ""Weapon""]",Prerequisites: Arcane Training,At-Will - Extended Action,"You create a Soul Bond with the target Weapon. You may make a Soul Bond with only one weapon at a time. If you create a new Soul Bond, previously Soul Bound weapons lose the Bond. Soul Bound Weapons gain the following benefits: • Increase the Damage Base and Effect Range of Struggle Attacks and Arcane Weapon Moves made with your Soul Bonded Weapon by +1 for each Occult Education Rank you have above Novice, up to a maximum of +3 at Master Rank. • As a Shift Action, you may beckon your Soul Bonded Weapon to your hands if it is within 10 meters. If it is being held by someone else who does not want to let go of the weapon, make an Occult vs Athletics Op- posed Check. If you win, they their lose grip on your Weapon and it flies to your hand as normal.",got,54,False
metamagic,Metamagic,Arcanist,Game of Throhs Trainer Options,"[""+Special Attack""]","Prerequisites: Arcanist, Adept Occult Education | Prerequisites: Arcanist, Expert Occult Education | Rank 1 Prerequisites: Metamagic | Rank 2 Prerequisites: Authentic Thaumaturgy",1 AP - Swift Action,"You may apply a Rank 1 Power Manipulation to your attack. Authentic Thaumaturgy [+Special Attack] Scene x2 - Swift Action You may apply a Rank 2 Power Manipulation to your attack Signature Manipulations [Ranked 2] [+Special Attack] Static Each Rank, select a Power Manipulation of the same Signature Manipulation Rank you are taking or lower. • For Rank 1 Manipulations, this Manipulation may be used twice per Scene without spending AP to ac- tivate. • For Rank 2 Manipulations, this Manipulation may be used once per Scene without activating Authen- tic Thaumaturgy's Frequency.",got,54,False
recoup-energy,Recoup Energy,Arcanist,Game of Throhs Trainer Options,"[""+Special Attack""]","Prerequisites: Arcanist, Expert Occult Education | Prerequisites: Arcanist, Master Occult Education",Scene x2 - Free Action,"You do not expend the Frequency of the trig- gering Move. If you applied a Power Manipulation to the triggering Move, you are refunded the AP for the Manipulation or do not expend the Frequency for it. Soul Investment [+Special Attack] [Weapon] Bind 2 AP - Extended Action Choose one Novice and one Expert Arcane Weapon Move. Your Soul Bonded Weapon adds those Moves to your Move List as long as this Feature is Bound. You may only Bind one instance of this Feature at a time, and you may not have multiple instances of the same Move in your Move List.",got,54,False
berserker,Berserker,Berserker,Game of Throhs Trainer Options,"[""Class"", ""+HP"", ""Weapon""]","Prerequisites: Novice Combat, Novice Intimidate",Static,You learn the Moves Rage and Flail. You may use these moves as a Weapon Attack when wielding Melee Weapons.,got,49,False
fight-on-and-on,Fight On and On,Berserker,Game of Throhs Trainer Options,"[""+HP""]","Prerequisites: Lessons in Rage and Pain, Adept Combat | Prerequisites: Frenzy, Expert Combat | Prerequisites: Lessons in Rage and Pain, Expert Intim-",Daily - Free Action,"You are not Fainted; you instead Faint upon reaching -50% of your Max Hit Points. If you have 5 or more injuries, you may use this Feature regardless of Frequency. Crash and Smash [+HP][Weapon] Static You learn the Moves Double Edge and Thrash. You may use these moves as a Weapon Attack when wielding Melee Weapons. Push it to the Limit [+HP] idate At-Will - Free Action Immediately gain one Injury before resolving the triggering attack. You gain a Tick of Temporary Hit Points and may cure yourself of a Persistent Status Af- fliction. The triggering attack doubles your damage bo- nus from Lessons in Rage and Pain.",got,49,False
power-of-rage,Power of Rage,Berserker,Game of Throhs Trainer Options,"[""+HP""]","Prerequisites: Berserker | Prerequisites: Berserker, Adept Intimidate | Prerequisites: Berserker, Adept Combat","Static Moves: Choose Enduring Rage, or White Flame. You gain the chosen Ability. Lessons In Rage & Pain Static","While you have at least 1 Injury, add +X to your Damage Rolls with Rage, Flail, Fury Swipes, Thrash, and Weapon Attacks. X is equal to your Intimidate Rank plus the number of Injuries you have. You do not lose Hit Points from being Heavily Injured, and Injuries beyond the 5th do not lower your Maximum Hit Points. Frenzy [+HP] Scene x2 - Free Action You may immediately take your turn with Pri- ority. If you do, you are instantly cured of Slowed and Stuck, and for the rest of this turn gain a +2 Bonus to Critical Hit Range, +2 Bonus to Movement Speed, and +2 Bonus to Acrobatics, Athletics, Combat, and Intim- idate Checks.",got,49,False
druid,Druid,Druid,Game of Throhs Trainer Options,"[""Class"", ""Special""]","Prerequisites: Elemental Connection (Grass), Novice Survival, Novice General Education",Static,"Your powers begin to take after either Flowers, Fungi, or Trees. Depending on your oath, you gain an Ability and Stat Tags. Whenever you gain a Druid Feature, you gain the same Stat Tags.",got,79,False
druids-call,Druid's Call,Druid,Game of Throhs Trainer Options,[],Prerequisites: Green Path | Rank 1 Prerequisites: Druid | Rank 2 Prerequisites: Adept Survival or General Edu- | Rank 3 Prerequisites: Expert Survival or General Ed-,Scene x2 - Standard Action,"6 small saplings, flowery bushes, or mushroom patches (depending on your oath) suddenly grow with- in 6 meters of you, occupying 1 square each. This veg- etation lasts until the end of the encounter, and acts as rough terrain that blocks line of sight for Pokémon and Trainers without the Naturewalk (Forest) Capability. Whenever you use a Move learned through Nature's Embrace, you may have it originate from these Plants as if they were the user. This Feature must be used on soil, or terrain under which soil is hidden by only a few inches (such as most sidewalks, parking lots, gravel or woodchip lots, etc.) Nature's Embrace [Ranked 3] cation ucation Static You learn 2 Moves chosen from the list below, marked with the Rank of this Feature you are gaining or lower.",got,79,False
green-path,Green Path,Druid,Game of Throhs Trainer Options,[],Prerequisites: Druid | Prerequisites: Nature's Embrace Rank 3,Static,"You gain the Naturewalk (Grassland) and Na- turewalk (Forest) capabilities, and you are immune to Moves with the Powder keyword. Overgrowth 2 AP - Swift Action One target of the triggering Move is afflicted with Overgrowth. As long as the target is afflicted, they are one step less Resistant to Grass-Type attacks, to a maximum of neutral damage, and they cannot recov- er Hit Points or gain Temporary Hit Points. Whenever they would do so, you gain those Hit Points or Tempo- rary Hit Points instead. Overgrowth is removed when the target Takes a Breather or is hit by a damaging Fire, Ice, Poison, Flying, or Bug-Type attack. Overgrowth may only affect a target once per Scene.",got,79,False
earth-shaker,Earth Shaker,Earth Shaker,Game of Throhs Trainer Options,"[""Class"", ""+Defense""]","Prerequisites: Elemental Connection (Ground), Novice Intuition, Novice Focus",Static,"Pick two of Bulldoze, Mud Shot, or Sand-Attack. You learn the chosen Moves.",got,81,False
earthen-bond,Earthen Bond,Earth Shaker,Game of Throhs Trainer Options,"[""+Defense""]","Prerequisites: Earth Shaker | Rank 1 Prerequisites: Adept Focus or Intuition | Rank 2 Prerequisites: Ground Out, Master Focus or | Prerequisites: Ground Out",Static,"You gain the Tremorsense Capability, and you gain Naturewalk for Cave, Mountain and Desert. Earth Mother's Blessing [Ranked 2] [+Defense] Intuition Static Each Rank, choose Arena Trap or Lightning Rod. You gain the chosen Ability. Earthshifter [+Defense] 2 AP - Swift Action You initiate a Trip Maneuver against 1 target of the Move. The Maneuver automatically hits, and you may use your Focus or Intuition for the opposed check.",got,81,False
ground-out,Ground Out,Earth Shaker,Game of Throhs Trainer Options,"[""+Defense""]","Prerequisites: Earth Shaker, Expert Focus or Intuition | Prerequisites: Ground Out, Master Focus or Intuition",Static,"Pick two of Drill Run, Magnitude, or Mud Bomb. You learn the chosen Moves. Tectonic Shift [+Defense] Static Pick two of Earthquake, Earth Power, or Sand Tomb. You learn the chosen Moves.",got,81,False
fiery-soul,Fiery Soul,Fire Bringer,Game of Throhs Trainer Options,"[""+Attack or Special Attack""]","Prerequisites: Fire Bringer | Prerequisites: Fire Bringer, Adept Focus or Combat | Prerequisites: Fire Bringer, Expert Focus or Combat | Prerequisites: Fire Breather Rank 2, Master Focus or",Static,"You gain the Heater Capability, and are immune to the Burn condition. Firebrand [+Attack or Special Attack] Static Your Fire-Type Moves Burn Targets on a roll of 19+. If a move already has a chance of Burning foes, Firebrand increases the effect range by +2. Burning Passion [+Attack or Special Attack] Static Choose Flash Fire or Flame Body. You gain the chosen Ability. Blazing Inferno [+Attack or Special Attack] Combat 2 AP - Swift Action You becoming Blazing. While you are Blaz- ing, whenever your Fire-Type Moves Inflict Burn, the Burned target immediately loses a Tick of Hit Points, and loses an additional Combat Stage in Defense. While Blazing, when you hit a foe with a damaging Fire-Type Move, you may choose to automatically burn one target of the Move. If you do, you lose the Blazing Condition after the Move's effects are resolved.",got,73,False
fire-breather,Fire Breather,Fire Bringer,Game of Throhs Trainer Options,"[""Ranked 2"", ""+Attack or Special Attack""]",Rank 1 Prerequisites: Expert Focus or Combat | Rank 2 Prerequisites: Master Focus or Combat,Static,Learn two Fire Bringer Moves from the list be- low. You may choose any Move marked with the Fire Breather Rank you are taking or lower.,got,73,False
fire-bringer,Fire Bringer,Fire Bringer,Game of Throhs Trainer Options,"[""Class"", ""+Attack or Special Attack""]","Prerequisites: Elemental Connection (Fire), Novice Combat",Static,"Choose two of Flame Burst, Flame Wheel, Flame Charge, or Will-O-Wisp. You learn the chosen Moves",got,73,False
fortress,Fortress,Fortress,Game of Throhs Trainer Options,"[""Class"", ""+Defense"", ""Weapon""]","Prerequisites: Novice Combat, Novice Focus",At Will - Free Action,You Mark all targets of the attack until the end of your next turn. Marked foes take a penalty to Attack Rolls against any targets besides you equal to your Focus Rank. A Mark from a different source (such as a second Fortress or a Fighting Type Ace's Pokémon) will overwrite your Mark.,got,57,False
slow-or-steady,Slow or Steady,Fortress,Game of Throhs Trainer Options,"[""+Defense""]",Prerequisites: Fortress | Prerequisites: Fortress | Prerequisites: Stalwart Bastion,Static,"Choose Analytic or Battle Armor. You gain the chosen ability. Stalwart Bastion [+Defense] Bind 2 AP - Standard Action While this Feature is Bound, you and all cardinally adjacent allies gain Damage Reduction equal to your Combat or Focus Rank. Shield Bearer [+Defense] 1 AP - Swift Action You may immediately ready a Shield, and do not become Slowed as a result. You may choose to grant an adjacent Ally the Evasion and Damage Reduction bonuses from your shield instead of gaining them yourself, but these bonuses only apply as long as the ally remains adjacent to you. If you do and the ally Shifts, you may Shift alongside your ally as a Shift Action Interrupt. This cannot cause you to shift more than your normal Movement.",got,57,False
wall-of-iron,Wall of Iron,Fortress,Game of Throhs Trainer Options,"[""+Defense""]","Prerequisites: Fortress, Adept Combat or Focus | Prerequisites: Fortress, Expert Combat or Focus | Prerequisites: Slow or Steady, Expert Combat or Focus",Static,You learn the moves Iron Defense and Protect. Guardian's Punishment [+Defense] Scene x2 - Swift Action Add your Defense Stat to the Damage Roll. The Marked Foe takes a penalty to Damage Rolls equal to your Combat or Focus Rank for 1 full round. Unstoppable Will [+Defense] Static You gain the Discipline Ability.,got,57,False
frost-touched,Frost Touched,Frost Touched,Game of Throhs Trainer Options,"[""Class"", ""+Attack or Special Attack""]","Prerequisites: Elemental Connection (Ice), Novice Athletics, Novice Survival | Prerequisites: Effect: Choose two out of Haze, Ice Shard, Mist, and Powder Snow. You learn the Chosen Moves.",,"Choose two out of Haze, Ice Shard, Mist, and Powder Snow. You learn the Chosen Moves.",got,83,False
the-cold-never-bothered-me-anyway,The Cold Never Bothered Me Anyway,Frost Touched,Game of Throhs Trainer Options,"[""+Attack or Special Attack""]",Prerequisites: Frost Touched | Prerequisites: Frost Touched | Prerequisites: Expert Athletics or Survival,Static,"You gain the Naturewalk (Tundra) Capability, are immune to being Frozen, and do not lose Hit Points from Hail. Glacial Defense [+Attack or Special Attack] Static Choose Ice Shield or Winter's Kiss. You gain the Chosen Ability. Frozen Domain [+Attack or Special Attack] 2 AP - Standard Action Set 6 square meters of Frozen Domain within range 6. All 6 meters must be adjacent with at least one other space of Frozen Domain. All legal targets passing through these squares must make an Acrobatics check with a DC equal to 4 + twice your Survival Rank. On failure, the target is Tripped. Pokémon who are flying, levitating, or have the Naturewalk (Tundra) Capability are immune to this effect. When standing on a square affected by Frozen Domain, you may act as if you were in Hail weather. When a Fire-Type attack originates from or targets a square of Frozen Domain, that square of Frozen Domain melts and is cleared. Frozen Domain is considered a Hazard.",got,83,False
winter-is-coming,Winter is Coming,Frost Touched,Game of Throhs Trainer Options,"[""+Attack or Special Attack""]",Prerequisites: Master Athletics or Survival | Rank 1 Prerequisites: Expert Athletics or Survival | Rank 2 Prerequisites: Master Athletics or Survival,Static,"You gain the Frostbite Ability. Winter's Herald [Ranked 2] [+Attack or Special Attack] Static You may learn two Moves from the list below, marked with the Rank of Winter's Herald you are gain- ing or lower.",got,83,False
enchanting-transformation,Enchanting Transformation,Glamour Weaver,Game of Throhs Trainer Options,"[""+Special Attack""]",Prerequisites: Glamour Weaver,Bind 2 AP - Shift Action,"You perform a magical transformation on yourself. While this Feature is Bound, you gain +5 Damage Resistance against Dragon, Fighting, Dark, and Bug-Typed attacks and your Glamour Weaver Moves have the additional effects below.",got,71,False
fey-law,Fey Law,Glamour Weaver,Game of Throhs Trainer Options,"[""+Special Attack""]",Prerequisites: Glamour Weaver,1 AP - Swift Action,"Choose one of the following: Status-Class, Combat Maneuver, attacks with an unmodified Damage Base 10 or higher, or an Elemental Type. The triggering foe is Bound; they suffer a -X penalty to all rolls made to use attacks with the chosen trait. X is equal to half your Charm or Occult Education Rank. The Bound condition lasts until the end of a Scene. You may unbind someone as a Free Action at any time. A target may not have multiple instances of Bound applied at once.",got,71,False
glamour-mastery,Glamour Mastery,Glamour Weaver,Game of Throhs Trainer Options,"[""+Special Attack""]",Prerequisites: 4 Glamour Weaver Features,Static,Choose Magic Guard or Magic Bounce. You gain the Chosen Ability.,got,71,False
glamour-weaver,Glamour Weaver,Glamour Weaver,Game of Throhs Trainer Options,"[""Class"", ""+Special Attack""]","Prerequisites: Elemental Connection (Fairy), Novice Charm, Novice Occult Education",Static,You learn the Moves Sweet Kiss and Disarming Voice.,got,71,False
lucky-clover-grand-finale,Lucky Clover Grand Finale,Glamour Weaver,Game of Throhs Trainer Options,"[""+Special Attack""]","Prerequisites: Passionato Harmony, Master Charm or",Occult Education Static,You learn the Moves Moonblast and Aromatic Mist.,got,71,False
magical-burst,Magical Burst,Glamour Weaver,Game of Throhs Trainer Options,"[""+Special Attack""]","Prerequisites: Enchanting Transformation, Passionato",Harmony Scene - Standard Action,"Use a Glamour Weaver Move as if it had the range Burst 3, Friendly, Exhaust, Smite. All allies within the area-of-effect gain a Tick of Temporary Hit Points or cure themselves of one Volatile Affliction. Enchanting Transformation immediately becomes Unbound, and the AP used to bind it becomes spent instead of becoming available again.",got,71,False
passionato-harmony,Passionato Harmony,Glamour Weaver,Game of Throhs Trainer Options,"[""+Special Attack""]","Prerequisites: Glamour Weaver, Expert Charm or",Occult Education Static,You learn the Moves Dazzling Gleam and Draining Kiss.,got,71,False
channel-the-dragons-spirit,Channel the Dragon's Spirit,Herald of Pride,Game of Throhs Trainer Options,"[""+Attack""]","Prerequisites: Herald of Pride | Prerequisites: Herald of Pride, Adept Command or | Prerequisites: Bare the Dragon's Claws, Master Com-",1 AP - Free Action,"You may have the triggering attack deal Dragon- Type Damage if you wish. On 18+, all targets can only use At-Will Frequency Moves for one full round Bare the Dragon's Claws [+Attack] [Weapon] Intimidate Static Your learn the Moves Dragon Claw and Dragon Tail. You may use these Moves as Weapon Attacks when wielding Melee Weapons. Call the Dragon's Rage [+Attack] [Weapon] mand or Intimidate Static You learn the Moves Dragon Rush and Outrage. You may use these Moves as Weapon Attacks when wielding Melee Weapons.",got,67,False
herald-of-pride,Herald of Pride,Herald of Pride,Game of Throhs Trainer Options,"[""Class"", ""+Attack"", ""Weapon""]","Prerequisites: Elemental Connection (Dragon), Novice Command, Novice Intimidate",Static,"When wielding Melee Weapons, you may use Command or Intimidate instead of Combat to determine the Damage Base of your Struggle Attacks, to resist Disarm Maneuvers, and to qualify for a Weapon's Moves. Your Weapon Attacks ignore Damage Reduction up to your Command or Intimidate Rank.",got,67,False
noblesse-oblige,Noblesse Oblige,Herald of Pride,Game of Throhs Trainer Options,"[""+Attack""]",Prerequisites: Herald of Pride,Static,You gain the Regal Challenge Ability.,got,67,False
rouse-the-dragons-blood,Rouse the Dragon's Blood,Herald of Pride,Game of Throhs Trainer Options,"[""+Attack""]","Prerequisites: Herald of Pride, Expert Command or | Prerequisites: Herald of Pride, Expert Command or",Intimidate Scene x2 - Free Action,"For 1 full round, the next Herald of Pride Move you use against the triggering foe cannot miss, cannot be Intercepted, and effects that would cause it to miss cannot be activated against it. Sovereignty [+Attack] Intimidate Bind 2 AP - Standard Action While this Feature is bound, you gain a +2 Bonus to Save Checks against Volatile Status Afflictions, and a +2 Bonus to Opposed Checks when defending against being Disarmed, Grappled, Pushed, or Tripped.",got,67,False
hydro-jet,Hydro Jet,Maelstrom,Game of Throhs Trainer Options,"[""+Speed""]",Prerequisites: Call The Current Rank 1,1 AP - Free Action,"Hydro Jet's effect depends on if the triggering Move was Melee or Ranged. • If Melee, the Move gains the Pass keyword and you may change direction during the four meters of Pass (but may still only target any given Pokémon or Trainer once). • If Ranged, the Move becomes a Line 4 instead of its usual range.",got,93,False
maelstrom,Maelstrom,Maelstrom,Game of Throhs Trainer Options,"[""Class"", ""+Speed""]","Prerequisites: Elemental Connection (Water), Novice Athletics, Novice Acrobatics",Static,"You gain the Gilled Capability, and a +2 bonus to your Swim speed. Whenever your Water-Type Moves miss all targets, you gain a Tick of Temporary Hit Points.",got,93,False
